,Word1,Word2,Word1_Syll,Word2_Syll,Word1_Freq,Word2_Freq
473,adequate,decent,3,2,,
475,heavy,fleshy,2,2,,
478,liberal,independent,3,4,,
480,intrepid,brave,3,1,,
481,grand,sumptuous,1,2,,
483,honest,fair,2,1,,
484,grave,dangerous,1,3,,
486,urgent,imperative,2,4,,
487,sterile,barren,2,2,,
488,chinese,only,2,2,,
489,willful,stubborn,2,2,,
490,round,plump,1,1,,
492,secret,mystic,2,2,,
493,general,prevalent,3,3,,
499,persistent,tenacious,3,3,,
503,skeptical,doubtful,3,2,,
504,heterodox,heretical,4,4,,
505,flat,level,1,2,,
506,jittery,nervous,3,2,,
507,fluid,unstable,2,3,,
509,aware,sensitive,2,3,,
511,insular,isolated,3,4,,
513,intelligible,clear,5,1,,
514,tenacious,long,3,1,,
519,odd,funny,1,2,,
520,immoral,unjust,3,2,,
521,stark,violent,1,3,,
524,funny,curious,2,3,,
525,blunt,plain,1,1,,
526,sufficient,able,3,2,,
527,thin,lightweight,1,2,,
528,untrue,inaccurate,2,4,,
530,vague,uncertain,1,3,,
531,impoverished,destitute,3,3,,
532,repugnant,refractory,3,4,,
535,vague,loose,1,1,,
536,unfortunate,unlucky,4,3,,
537,kinky,curly,2,2,,
538,important,critical,3,3,,
540,aerodynamic,sleek,5,1,,
542,ample,abundant,2,3,,
545,cross,transverse,1,2,,
547,very,true,2,1,,
551,silver,bright,2,1,,
552,licentious,immoral,3,3,,
555,cold,reserved,1,2,,
557,foggy,cloudy,2,2,,
558,sacrosanct,inviolable,3,5,,
561,mendacious,false,3,1,,
562,informal,irregular,3,4,,
563,bright,shining,1,2,,
565,graphic,graphical,2,3,,
566,able,capable,2,3,,
567,dense,compact,1,2,,
568,meticulous,painstaking,4,3,,
572,bad,vicious,1,2,,
573,adverse,contrary,2,3,,
574,mistaken,wrong,3,1,,
576,sick,ill,1,1,,
577,fond,foolish,1,2,,
578,tough,strong,1,1,,
579,merciful,gentle,3,2,,
580,keen,incisive,1,3,,
581,improper,appropriate,3,4,,
583,usual,plain,3,1,,
585,dead,flat,1,1,,
586,ineffective,inefficient,4,4,,
587,dark,black,1,1,,
588,hard,rigorous,1,3,,
589,arctic,northern,2,2,,
590,farcical,ridiculous,3,4,,
592,scholastic,academic,3,4,,
593,unblemished,pure,3,1,,
594,ancient,former,2,2,,
597,celestial,divine,3,2,,
598,furious,wild,3,1,,
599,wild,ferocious,1,3,,
600,ideal,utopian,2,4,,
601,solemn,serious,2,3,,
603,rounded,circular,2,3,,
606,liquid,smooth,2,1,,
607,beautiful,delightful,3,3,,
612,considerable,good,5,1,,
614,empty,hollow,2,2,,
618,inherent,natural,3,3,,
619,delightful,charming,3,2,,
620,educated,literate,4,3,,
622,novel,modern,2,2,,
635,haughty,high,2,1,,
637,wicked,sinful,2,2,,
639,murderous,bloody,3,2,,
640,vehement,furious,3,3,,
641,gorgeous,bright,2,1,,
643,persistent,permanent,3,3,,
645,smart,efficient,1,3,,
646,collateral,additional,4,4,,
647,light,short,1,1,,
648,slovene,slovenian,2,4,,
652,punitive,vindictive,3,3,,
653,acute,pointed,2,2,,
657,regular,steady,3,2,,
658,obsolete,antiquated,3,4,,
659,brilliant,magnificent,2,4,,
661,pastoral,bucolic,3,3,,
662,feral,wild,2,1,,
663,spiteful,hateful,2,2,,
664,prudent,economical,2,5,,
666,imaginative,fanciful,5,3,,
667,lewd,lascivious,1,4,,
668,pious,obedient,2,4,,
675,fond,loving,1,2,,
677,free,charming,1,2,,
678,early,former,2,2,,
679,wry,ironic,1,3,,
680,round,fair,1,1,,
681,broad,large,1,1,,
682,hallowed,sacred,2,2,,
683,active,dynamic,2,3,,
684,incorrect,illogical,3,4,,
685,due,right,1,1,,
686,good,suited,1,2,,
687,black,horrible,1,3,,
689,illogical,irrational,4,4,,
691,hostile,combative,2,3,,
692,angry,high,2,1,,
697,integrated,mixed,4,1,,
699,intimate,direct,3,2,,
701,literary,literate,4,3,,
704,auspicious,fortunate,3,3,,
706,tedious,tiresome,3,3,,
710,inferior,substandard,4,3,,
711,massive,monumental,2,4,,
713,wide,distant,1,2,,
714,tricky,crafty,2,2,,
715,much,considerable,1,5,,
716,blue,low,1,1,,
720,late,slow,1,1,,
726,green,raw,1,1,,
728,brief,summary,1,3,,
729,equal,uniform,2,3,,
734,melancholy,sad,4,1,,
737,angry,displeased,2,2,,
738,important,urgent,3,2,,
739,obscene,disgusting,2,3,,
740,right,straight,1,1,,
741,weak,infirm,1,2,,
743,fresh,sound,1,1,,
745,beneficial,profitable,4,4,,
746,abundant,free,3,1,,
748,eastern,oriental,2,4,,
752,accessible,available,4,4,,
753,unlucky,unhappy,3,3,,
755,insolvent,bankrupt,3,2,,
762,ridiculous,surreal,4,2,,
763,special,uncommon,2,3,,
764,jewish,israelite,2,3,,
765,temperate,moderate,2,3,,
766,apt,quick,1,1,,
767,mindful,aware,2,2,,
768,unorthodox,heretical,4,4,,
769,bad,sorry,1,2,,
772,important,high,3,1,,
775,equal,unbiased,2,3,,
776,philosophic,rational,4,3,,
777,raw,sensitive,1,3,,
779,miserable,poor,4,1,,
780,vicious,bitter,2,2,,
781,quaint,archaic,1,3,,
784,dependent,addicted,3,3,,
785,greedy,gluttonous,2,3,,
787,essential,necessary,3,4,,
788,possible,practicable,3,4,,
789,brave,bold,1,1,,
790,smart,bright,1,1,,
791,hopeless,desperate,2,2,,
793,immoral,depraved,3,2,,
794,depressed,low,2,1,,
795,warm,cordial,1,2,,
797,oblique,indirect,2,3,,
803,gilded,golden,2,2,,
804,old,antiquated,1,4,,
807,recurrent,intermittent,3,4,,
808,basic,fundamental,2,4,,
809,center,middle,2,2,,
810,forward,bold,2,1,,
811,enigmatic,mysterious,4,4,,
812,comic,amusing,2,3,,
817,mental,immaterial,2,5,,
819,capable,effective,3,3,,
820,quiet,calm,2,1,,
825,clandestine,covert,3,2,,
829,gross,big,1,1,,
830,voluminous,large,4,1,,
831,alive,awake,2,2,,
832,illiterate,uneducated,4,5,,
835,hurtful,painful,2,2,,
836,dark,sullen,1,2,,
840,wild,barbarian,1,4,,
841,rare,thin,1,1,,
843,ample,rich,2,1,,
844,important,considerable,3,5,,
845,double,treble,2,2,,
847,prevalent,general,3,3,,
849,metaphorical,allegorical,5,5,,
854,charming,pleasing,2,2,,
855,odd,curious,1,3,,
856,virtuous,righteous,3,2,,
859,meditative,contemplative,4,4,,
860,abundant,rich,3,1,,
861,thoughtful,deliberate,2,4,,
862,gritty,dirty,2,2,,
863,short,little,1,2,,
864,functional,official,3,3,,
868,caustic,severe,2,2,,
871,memorial,commemorative,4,4,,
872,pure,unadulterated,1,6,,
873,pleased,satisfied,1,3,,
878,flat,depressed,1,2,,
881,lucky,successful,2,3,,
882,efficient,competent,3,3,,
886,dangerous,hazardous,3,3,,
887,gracious,kind,2,1,,
888,lawful,legal,2,2,,
889,severe,stern,2,1,,
893,relentless,grim,3,1,,
896,smooth,liquid,1,2,,
897,clear,distinct,1,2,,
898,superior,prior,4,2,,
900,disabled,lame,3,1,,
903,robust,sound,2,1,,
905,stern,resolute,1,3,,
906,vacant,free,2,1,,
907,artistic,aesthetic,3,3,,
908,cloudless,bright,2,1,,
910,virtuous,pure,3,1,,
914,hard,powerful,1,3,,
921,cortical,superficial,3,4,,
922,earnest,sincere,2,2,,
923,dangerous,nasty,3,2,,
924,entire,whole,3,1,,
925,norse,scandinavian,1,5,,
926,main,necessary,1,4,,
928,teen,teenage,1,2,,
930,intimate,confidential,3,4,,
931,northern,northward,2,2,,
935,sweet,mild,1,1,,
939,deliberate,careful,4,2,,
940,curious,inquisitive,3,4,,
942,constant,steadfast,2,2,,
943,intelligent,aware,4,2,,
944,witty,amusing,2,3,,
945,obscure,difficult,2,3,,
946,linear,additive,3,3,,
949,legitimate,logical,4,3,,
950,crazy,insane,2,2,,
951,comic,funny,2,2,,
954,disposed,minded,2,2,,
955,vulgar,low,2,1,,
956,unchanging,static,3,2,,
961,pleasing,pleasant,2,2,,
962,reliable,sure,4,1,,
963,partial,biased,2,2,,
971,wonderful,miraculous,3,4,,
973,slight,silly,1,2,,
975,uncertain,indefinite,3,4,,
978,watchful,vigilant,2,3,,
980,several,single,2,2,,
983,overt,public,2,2,,
984,old,abundant,1,3,,
985,elegant,nice,3,1,,
986,additional,supplemental,4,4,,
987,random,haphazard,2,3,,
989,imaginative,creative,5,3,,
990,disgusting,offensive,3,3,,
996,depressing,dull,3,1,,
998,deep,serious,1,3,,
1000,free,devoid,1,2,,
1001,destitute,needy,3,2,,
1002,sad,pitiful,1,3,,
1003,deficient,lacking,3,2,,
1007,gray,grayish,1,2,,
1008,speedy,fast,2,1,,
1010,convivial,social,4,2,,
1011,quick,prompt,1,1,,
1015,coarse,rough,1,1,,
1016,accountable,responsible,4,4,,
1019,actual,absolute,3,3,,
1021,risky,dangerous,2,3,,
1023,mild,calm,1,1,,
1024,total,full,2,1,,
1028,dubious,questionable,3,4,,
1029,parochial,limited,4,3,,
1030,presumptuous,arrogant,4,3,,
1036,comparable,like,4,1,,
1037,devout,religious,2,3,,
1039,unnecessary,unneeded,5,3,,
1042,essential,pure,3,1,,
1045,ambiguous,indeterminate,4,5,,
1046,dense,close,1,1,,
1051,open,obvious,2,3,,
1053,top,best,1,1,,
1054,weak,faint,1,1,,
1056,glad,happy,1,2,,
1062,renowned,wonderful,2,3,,
1065,dishonest,disingenuous,3,5,,
1066,electric,electrical,3,4,,
1067,last,farthest,1,2,,
1070,ready,easy,2,2,,
1072,definite,particular,3,4,,
1075,simple,entire,2,3,,
1076,northwest,northwestern,2,3,,
1077,nonviolent,passive,4,2,,
1079,finished,complete,2,2,,
1080,ungodly,wicked,3,2,,
1081,infectious,contagious,3,3,,
1083,antiquated,obsolete,4,3,,
1085,busy,anxious,2,2,,
1088,circular,cyclic,3,2,,
1089,worthy,noble,2,2,,
1094,continual,constant,4,2,,
1099,ineffective,unable,4,3,,
1100,acute,sensitive,2,3,,
1101,alone,solitary,2,4,,
1102,quick,nimble,1,2,,
1103,cosmopolitan,general,5,3,,
1107,wild,savage,1,2,,
1111,senseless,pointless,2,2,,
1121,peaceful,mild,2,1,,
1122,cruel,sharp,2,1,,
1127,insoluble,strong,4,1,,
1130,reliable,true,4,1,,
1133,splendid,famous,2,2,,
1134,ancient,prehistoric,2,4,,
1138,ready,suitable,2,3,,
1139,grand,large,1,1,,
1141,handsome,attractive,2,3,,
1142,consecutive,straight,4,1,,
1144,clear,readable,1,3,,
1145,distressed,worried,2,2,,
1148,naughty,mischievous,2,3,,
1150,deleterious,harmful,5,2,,
1153,decent,enough,2,2,,
1155,difficult,cumbersome,3,3,,
1160,northern,north,2,1,,
1161,cool,cold,1,1,,
1162,icy,cold,2,1,,
1169,quick,alive,1,2,,
1173,theoretical,speculative,5,4,,
1175,furnished,equipped,2,2,,
1176,alert,alive,2,2,,
1183,intermediate,transitional,5,4,,
1187,virgin,new,2,1,,
1190,large,diffuse,1,2,,
1192,barbarous,ignorant,3,3,,
1195,abundant,numerous,3,3,,
1196,rude,insolent,1,3,,
1198,crude,vulgar,1,2,,
1199,dead,extinct,1,2,,
1204,dense,opaque,1,2,,
1205,magnificent,fine,4,1,,
1206,awake,conscious,2,2,,
1208,allowable,permissible,4,4,,
1211,monstrous,strange,2,1,,
1212,strong,impregnable,1,4,,
1214,competent,sufficient,3,3,,
1215,sleek,smooth,1,1,,
1216,informal,intimate,3,3,,
1217,amusing,good,3,1,,
1218,proud,majestic,1,3,,
1220,cultural,ethnic,3,2,,
1221,accurate,correct,3,2,,
1222,lowly,humble,2,2,,
1223,great,excellent,1,3,,
1225,inept,clumsy,2,2,,
1226,median,medial,3,3,,
1227,thriving,prosperous,2,3,,
1228,virginal,pure,3,1,,
1229,grand,fine,1,1,,
1230,steadfast,resolute,2,3,,
1231,regional,local,3,2,,
1232,beautiful,charming,3,2,,
1234,aghast,shocked,2,1,,
1238,brutal,merciless,2,3,,
1239,frightened,terrified,2,3,,
1240,solitary,only,4,2,,
1241,homeless,stateless,2,2,,
1243,polite,polished,2,2,,
1245,alive,sensitive,2,3,,
1247,retired,quiet,2,2,,
1248,royal,princely,2,2,,
1249,assorted,various,3,3,,
1252,nimble,swift,2,1,,
1254,good,dependable,1,4,,
1257,natural,characteristic,3,5,,
1259,familiar,accessible,3,4,,
1260,mathematical,accurate,5,3,,
1262,tart,sour,1,2,,
1267,untested,untried,3,2,,
1269,first,pristine,1,2,,
1270,regular,complete,3,2,,
1271,subtle,shrewd,2,1,,
1274,daring,adventurous,2,4,,
1275,foul,abusive,1,3,,
1277,optic,optical,2,3,,
1279,sterile,infertile,2,3,,
1280,first,maiden,1,2,,
1282,disgraceful,shameful,3,2,,
1284,formal,essential,2,3,,
1285,round,blunt,1,1,,
1287,bitter,pungent,2,2,,
1290,naval,marine,2,2,,
1291,ovate,oval,2,2,,
1294,grim,stern,1,1,,
1295,deceased,dead,2,1,,
1296,courageous,bold,3,1,,
1297,sinister,corrupt,3,2,,
1298,unwanted,undesirable,3,5,,
1299,firm,fast,1,1,,
1300,constant,unremitting,2,4,,
1302,incisive,sharp,3,1,,
1305,normal,ordinary,2,4,,
1307,weak,low,1,1,,
1309,charitable,kind,4,1,,
1310,substantial,actual,3,3,,
1313,expensive,extravagant,3,4,,
1314,brief,short,1,1,,
1315,common,national,2,3,,
1316,trenchant,sharp,2,1,,
1319,universal,catholic,4,2,,
1320,exclusive,sole,3,1,,
1323,unable,helpless,3,2,,
1324,alone,desolate,2,3,,
1325,individual,same,5,1,,
1326,disconnected,disjointed,4,3,,
1328,reluctant,unwilling,3,3,,
1333,dissimilar,different,4,3,,
1336,internal,inherent,3,3,,
1337,excellent,great,3,1,,
1340,horrific,terrible,3,3,,
1343,sarcastic,sharp,3,1,,
1344,integral,individual,3,5,,
1346,physical,medicinal,3,4,,
1349,figurative,typical,4,3,,
1350,marshy,wet,2,1,,
1351,thick,stupid,1,2,,
1352,definitive,conclusive,4,3,,
1353,bare,stripped,1,1,,
1354,corrupt,crooked,2,2,,
1359,constitutional,organic,5,3,,
1360,wet,useless,1,2,,
1361,alert,lively,2,2,,
1362,fatty,fat,2,1,,
1363,dull,sleepy,1,2,,
1364,tender,warm,2,1,,
1365,true,reliable,1,4,,
1366,arctic,frigid,2,2,,
1367,lavish,wasteful,2,2,,
1368,terrific,tremendous,3,3,,
1371,blonde,fair,1,1,,
1373,fair,pleasant,1,2,,
1375,pure,spotless,1,2,,
1378,miserable,worthless,4,2,,
1383,kinetic,active,3,2,,
1385,devoid,empty,2,2,,
1388,original,primal,4,2,,
1390,aboriginal,primitive,5,3,,
1391,susceptible,open,4,2,,
1393,productive,fruitful,3,2,,
1397,pragmatic,functional,3,3,,
1399,beautiful,graceful,3,2,,
1400,unified,integrated,3,4,,
1401,normal,regular,2,3,,
1403,big,pregnant,1,2,,
1408,constant,continuous,2,4,,
1411,limitless,infinite,3,3,,
1412,studious,bookish,3,2,,
1414,impatient,irritable,3,4,,
1417,gray,old,1,1,,
1418,sound,strong,1,1,,
1419,elder,superior,2,4,,
1420,neat,nice,1,1,,
1423,crass,stupid,1,2,,
1425,rapid,fast,2,1,,
1428,dark,moody,1,2,,
1429,false,hypocritical,1,5,,
1433,broad,full,1,1,,
1435,rational,intelligent,3,4,,
1437,comical,laughable,3,3,,
1439,peculiar,funny,3,2,,
1440,independent,exclusive,4,3,,
1442,terminal,final,3,2,,
1443,contentious,litigious,3,3,,
1445,requisite,essential,3,3,,
1447,pretty,fine,2,1,,
1449,golden,lucky,2,2,,
1450,rough,fierce,1,1,,
1454,dependable,reliable,4,4,,
1456,new,original,1,4,,
1457,continuous,constant,4,2,,
1458,acidic,acid,3,2,,
1460,cruel,harsh,2,1,,
1462,fictional,romantic,3,3,,
1463,khmer,cambodian,1,4,,
1465,fit,worthy,1,2,,
1469,moderate,mild,3,1,,
1471,polar,arctic,2,2,,
1473,furious,violent,3,3,,
1474,pregnant,willing,2,2,,
1476,fast,reckless,1,2,,
1477,usable,available,3,4,,
1479,smooth,quiet,1,2,,
1483,colored,dark,2,1,,
1486,rich,deep,1,1,,
1487,same,unchanged,1,2,,
1489,distinct,marked,2,1,,
1491,conventional,positive,4,3,,
1493,worthy,virtuous,2,3,,
1495,curative,medicinal,3,4,,
1496,fair,clean,1,1,,
1497,last,supreme,1,2,,
1501,natural,lifelike,3,2,,
1502,equal,indifferent,2,3,,
1503,manly,male,2,1,,
1504,trustworthy,ethical,3,3,,
1505,homogeneous,same,5,1,,
1506,ambitious,audacious,3,3,,
1510,athletic,acrobatic,3,4,,
1515,steep,precipitous,1,4,,
1518,loose,vague,1,1,,
1519,visible,visual,3,3,,
1520,same,identical,1,4,,
1521,steadfast,firm,2,1,,
1522,shiny,glossy,2,2,,
1523,pure,stainless,1,2,,
1526,collected,calm,3,1,,
1527,easy,manageable,2,4,,
1530,joint,combined,1,2,,
1532,harsh,rough,1,1,,
1534,worthless,empty,2,2,,
1536,stocky,stout,2,1,,
1537,warm,excited,1,3,,
1539,low,feeble,1,2,,
1542,immense,huge,2,1,,
1543,insignificant,trivial,5,3,,
1544,infinite,great,3,1,,
1546,figurative,representative,4,5,,
1547,wise,sassy,1,2,,
1551,objective,external,3,3,,
1552,lustrous,shiny,2,2,,
1553,unequal,unfair,3,2,,
1558,shameful,disgraceful,2,3,,
1559,special,peculiar,2,3,,
1560,triumphant,victorious,3,4,,
1561,apparent,ostensible,3,4,,
1562,virtuous,honorable,3,4,,
1563,huge,enormous,1,3,,
1565,threefold,twofold,2,2,,
1568,only,single,2,2,,
1570,substandard,inferior,3,4,,
1572,predicate,affirmative,3,4,,
1574,eager,sharp,2,1,,
1575,violent,forceful,3,2,,
1576,unable,ineffective,3,4,,
1579,absolute,arbitrary,3,4,,
1581,fast,strong,1,1,,
1583,stupid,dull,2,1,,
1584,plain,bare,1,1,,
1587,alert,awake,2,2,,
1589,comic,burlesque,2,2,,
1591,satisfactory,acceptable,4,4,,
1592,ordinary,usual,4,3,,
1593,rough,approximate,1,4,,
1595,stupid,idiotic,2,4,,
1596,awake,alive,2,2,,
1597,tiresome,slow,3,1,,
1602,irregular,crooked,4,2,,
1603,indian,native,3,2,,
1607,conspicuous,notable,4,3,,
1610,severe,rough,2,1,,
1611,stupid,stolid,2,2,,
1612,enthusiastic,excited,5,3,,
1614,dramatic,melodramatic,3,5,,
1615,rude,crude,1,1,,
1616,primary,chief,3,1,,
1619,sharp,painful,1,2,,
1623,casual,nonchalant,3,3,,
1627,lazy,slow,2,1,,
1629,reckless,foolhardy,2,3,,
1630,instinctive,natural,3,3,,
1631,inherent,innate,3,2,,
1636,close,closed,1,1,,
1637,neat,clean,1,1,,
1638,tough,stiff,1,1,,
1641,singular,strange,3,1,,
1643,alert,active,2,2,,
1645,unbelievable,incredible,5,4,,
1646,fixed,rigid,1,2,,
1650,small,mean,1,1,,
1653,popular,accepted,3,3,,
1654,wavy,undulating,2,4,,
1656,blank,empty,1,2,,
1657,virtuous,exemplary,3,4,,
1658,deceased,late,2,1,,
1659,terrific,fantastic,3,3,,
1660,fictitious,fictional,3,3,,
1661,handsome,convenient,2,3,,
1662,myopic,nearsighted,3,3,,
1663,artificial,stilted,4,2,,
1665,undivided,single,4,2,,
1668,amusing,comic,3,2,,
1670,spirited,lively,3,2,,
1673,rich,fertile,1,2,,
1674,imperfect,incomplete,3,3,,
1675,immense,great,2,1,,
1676,firm,unwavering,1,4,,
1677,occasional,casual,4,3,,
1679,famed,notable,1,3,,
1680,sensible,wise,3,1,,
1687,rustic,rough,2,1,,
1692,crafty,subtle,2,2,,
1695,sufficient,adequate,3,3,,
1701,mortal,human,2,2,,
1702,meticulous,precise,4,2,,
1704,awful,awesome,2,2,,
1706,delicate,graceful,3,2,,
1708,fundamental,central,4,2,,
1710,level,open,2,2,,
1711,populous,numerous,3,3,,
1712,humble,low,2,1,,
1713,intelligible,plain,5,1,,
1714,apprehensive,anxious,4,2,,
1716,manly,masculine,2,3,,
1718,passive,submissive,2,3,,
1719,unjust,unfair,2,2,,
1721,brutal,barbaric,2,3,,
1722,celestial,spiritual,3,4,,
1723,divine,sacred,2,2,,
1724,legitimate,genuine,4,3,,
1731,unmistakable,clear,5,1,,
1732,moody,dark,2,1,,
1733,heavy,weighty,2,2,,
1735,industrious,energetic,4,4,,
1739,honest,faithful,2,2,,
1741,muscular,brawny,3,2,,
1743,mournful,sad,2,1,,
1745,reasonable,suitable,4,3,,
1746,fearless,bold,2,1,,
1747,inactive,quiet,3,2,,
1750,silent,taciturn,2,3,,
1754,glorious,grand,3,1,,
1756,influential,substantial,4,3,,
1758,neat,finished,1,2,,
1764,uncommon,scarce,3,1,,
1767,grave,dignified,1,3,,
